NO,NOMOR INDUK BUKU,NOMOR INVENTARIS,JUDUL,NOMOR PANGGIL SETEMPAT,PENERBIT,TANGGAL MASUK,TANGGAL INVENTARIS
9311,5765/PAMNS/2024,5765.01,The Star and I,813 Tan T,PT Gramedia Pustaka Utama,26 Oktober 2022,26 Oktober 2024
9312,5766/PAMNS/2024,5766.02,The Star and I,813 Tan T,PT Gramedia Pustaka Utama,26 Oktober 2022,26 Oktober 2024
8794,5767/PAMNS/2024,5767.01,Summer in Seoul,813 Tan S,PT Gramedia Pustaka Utama,26 Oktober 2022,26 Oktober 2024
8795,5768/PAMNS/2024,5768.02,Summer in Seoul,813 Tan S,PT Gramedia Pustaka Utama,26 Oktober 2022,26 Oktober 2024
4072,5769/PAMNS/2024,5769.01,Kelvin's Love Story,813 Dew K,Grasindo,26 Oktober 2022,26 Oktober 2024
8236,5770/PAMNS/2024,5770.02,Si Anak Pemberani,813 Liy S,SABAKGRIP,26 Oktober 2022,26 Oktober 2024
4713,5771/PAMNS/2024,5771.02,Laut Bercerita,813 Chu L,Kepustakaan Populer Gramedia,26 Oktober 2022,26 Oktober 2024
7727,5772/PAMNS/2024,5772.02,Sang Pemimpi: Novel yang Menggungah Semangat,813 Hir S,PT Bentang Pustaka,26 Oktober 2022,26 Oktober 2024
1445,5773/PAMNS/2024,5773.02,CANTIK ITU LUKA,813 KUR C,PT Gramedia Pustaka Utama,26 Oktober 2022,26 Oktober 2024
8233,5774/PAMNS/2024,5774.01,Si Anak Pelangi,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,26 Oktober 2024
8234,5775/PAMNS/2024,5775.02,Si Anak Pelangi,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,26 Oktober 2024
362,5776/PAMNS/2024,5776.01,A Girl Who Loves a Ghost,813 Che A,JAVANICA,26 Oktober 2022,26 Oktober 2024
6700,5777/PAMNS/2024,5777.01,Pendidikan Kewarganegaraan Untuk Perguruan Tinggi,323.6 Kae K,PARADIGMA,26 Oktober 2022,27 Oktober 2022
9176,5778/PAMNS/2024,5778.01,"The Health Anthology of American Literature, Sixth Edition Volume E, Contemporary Period: 1945 to the Present",820 The 1,Cengage Learning Academic Resource Center,26 Oktober 2022,27 Oktober 2024
9177,5779/PAMNS/2024,5779.02,"The Health Anthology of American Literature, Sixth Edition Volume E, Contemporary Period: 1945 to the Present",820 The 1,Cengage Learning Academic Resource Center,26 Oktober 2022,27 Oktober 2024
6047,5780/PAMNS/2024,5780.01,Oracle9i : SQL with an Introduce to PL/SQL,005.74 Mur O,Thomson Course Technology,26 Oktober 2022,27 Oktober 2024
6048,5781/PAMNS/2024,5781.02,Oracle9i : SQL with an Introduce to PL/SQL,005.74 Mur O,Thomson Course Technology,26 Oktober 2022,27 Oktober 2024
1419,5782/PAMNS/2024,5782.01,BUSN8,650 Kel T,Cengage Learning Academic Resource Center,26 Oktober 2022,27 Oktober 2024
1420,5783/PAMNS/2024,5783.02,BUSN8,650 Kel T,Cengage Learning Academic Resource Center,26 Oktober 2022,27 Oktober 2024
1013,5784/PAMNS/2024,5784.01,Berjalan di Atas Cahaya. Kisah 99 Cahaya di Langit Eropa,923.9 Rai B,PT Gramedia Pustaka Utama,26 Oktober 2022,27 Oktober 2024
382,5785/PAMNS/2024,5785.01,Aisyah; Kekasih Nabi Dunia Akhirat,297.642 Bad A,PT Elex Media Komputindo,26 Oktober 2022,27 Oktober 2024
383,5786/PAMNS/2024,5786.02,Aisyah; Kekasih Nabi Dunia Akhirat,297.642 Bad A,PT Elex Media Komputindo,26 Oktober 2022,27 Oktober 2024
2029,5787/PAMNS/2024,5787.01,DIARY DODOL ABG NGOCOL,817 Ard D,PT. Lingkar Pena Kreativa ,26 Oktober 2022,28 Oktober 2024
1200,5788/PAMNS/2024,5788.01,BISNIS ALA MILENIAL,650.1 SAL B,C-Klik Media,26 Oktober 2022,28 Oktober 2024
1201,5789/PAMNS/2024,5789.02,BISNIS ALA MILENIAL,650.1 SAL B,C-Klik Media,26 Oktober 2022,28 Oktober 2024
1563,5790/PAMNS/2024,5790.01,Chicken Soup For The Soul: Rumahku Istanaku,153.1 Can C,PT Gramedia,26 Oktober 2022,28 Oktober 2024
8237,5791/PAMNS/2024,5791.01,SI ANAK SAVANA,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,28 Oktober 2024
8238,5792/PAMNS/2024,5792.02,SI ANAK SAVANA,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,28 Oktober 2024
756,5793/PAMNS/2024,5793.01,Asmaraloka,813 Kim A,PT Gramedia Pustaka Utama,26 Oktober 2022,28 Oktober 2024
757,5794/PAMNS/2024,5794.02,Asmaraloka,813 Kim A,PT Gramedia Pustaka Utama,26 Oktober 2022,28 Oktober 2024
3384,5795/PAMNS/2024,5795.01,I WANNA BE YOU ARE : Di Mana Pun Kau Berada,813 FOR I,PT Gramedia Pustaka Utama,26 Oktober 2022,28 Oktober 2024
3385,5796/PAMNS/2024,5796.02,I WANNA BE YOU ARE : Di Mana Pun Kau Berada,813 FOR I,PT Gramedia Pustaka Utama,26 Oktober 2022,28 Oktober 2024
3386,5797/PAMNS/2024,5797.03,I WANNA BE YOU ARE : Di Mana Pun Kau Berada,813 FOR I,PT Gramedia Pustaka Utama,26 Oktober 2022,28 Oktober 2024
8239,5798/PAMNS/2024,5798.01,Si Anak Spesial,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,28 Oktober 2024
8240,5799/PAMNS/2024,5799.02,Si Anak Spesial,813 LIY S,PT Sabak Grip Nusantara,26 Oktober 2022,28 Oktober 2024
8136,5801/PAMNS/2024,5801.03,Senjakala,813 Sar S,Bukune,26 Oktober 2022,28 Oktober 2024
8137,5802/PAMNS/2024,5802.02,Senjakala,813 Sar S,Bukune,26 Oktober 2022,28 Oktober 2024
1004,5803/PAMNS/2024,5803.01,Berdamai Dengan Hati,813 Uta B,PINUS BOOK PUBLISHER,26 Oktober 2022,28 Oktober 2024
2030,5804/PAMNS/2024,5804.01,DIARY DODOL PELAJAR KONYOL,817 Pra D,PT. Lingkar Pena Kreativa ,26 Oktober 2022,28 Oktober 2024
4342,5805/PAMNS/2024,5805.01,Komik Anak Sekolah Gokil ,741.5 Kei K,Mizan Media Utama,26 Oktober 2022,28 Oktober 2024
8149,5806/PAMNS/2024,5806.01,SERI CERITA RAKYAT NUSANTARA : DENGAN TEMA DISIPLIN DAN TANGGUNG JAWAB,398.2 ISL S,Kementrian Pendidikan dan Kebudayaan,26 Oktober 2022,28 Oktober 2024
8150,5807/PAMNS/2024,5807.02,SERI CERITA RAKYAT NUSANTARA : DENGAN TEMA DISIPLIN DAN TANGGUNG JAWAB,398.2 ISL S,Kementrian Pendidikan dan Kebudayaan,26 Oktober 2022,28 Oktober 2024
3151,5808/PAMNS/2024,5808.02,Indonesia: Menuju Kekuatan Global Abad 21,327.598 Ros,PT Elex Media Komputindo,26 Oktober 2022,29 Oktober 2024
7142,5809/PAMNS/2024,5809.01,Phychology of Investing,332.6 Aso P,PT Elex Media Komputindo,26 Oktober 2022,29 Oktober 2024
1240,5810/PAMNS/2024,5810.01,Broken : Something Cool Tentang Berubah,650.1 Dah B,PT Elex Media Komputindo,26 Oktober 2022,29 Oktober 2024
1241,5811/PAMNS/2024,5811.02,Broken : Something Cool Tentang Berubah,650.1 Dah B,PT Elex Media Komputindo,26 Oktober 2022,29 Oktober 2024
8963,5812/PAMNS/2024,5812.01,Teknologi untuk Masa Depan Hadir di Pembelajaran Masa Kini,607.598 Shi T,Literati,26 Oktober 2022,29 Oktober 2024
1730,5813/PAMNS/2024,5813.01,Dasar-dasar Manajemen,658 Bad D,ALFABETA,26 Oktober 2022,29 Oktober 2024
8027,5814/PAMNS/2024,5814.01,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8028,5815/PAMNS/2024,5815.02,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8029,5816/PAMNS/2024,5816.03,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8030,5817/PAMNS/2024,5817.04,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8031,5818/PAMNS/2024,5818.05,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8032,5819/PAMNS/2024,5819.06,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8033,5820/PAMNS/2024,5820.07,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
8034,5821/PAMNS/2024,5821.08,Sejarah Perlawanan Terhadap Impirialisme dan Kolonialisme di Nusa Tenggara Timur,303.66 Koe S2012,,26 Oktober 2022,29 Oktober 2024
5522,5822/PAMNS/2024,5822.01,Menulis Karya Ilmiah,808.02 Kis M,INFORMATIKA,26 Oktober 2022,29 Oktober 2024
6842,5823/PAMNS/2024,5823.01,Pengantar Praktis Pemasaran Digital,658.84 Har P,UM Purwokerto Press,26 Oktober 2022,29 Oktober 2024
1211,5824/PAMNS/2024,5824.01,Black Showman dan Pembunuhan di Kota Tak Bernama,895.63 Hig B,PT Gramedia Pustaka Utama,26 Oktober 2022,29 Oktober 2024
1212,5825/PAMNS/2024,5825.02,Black Showman dan Pembunuhan di Kota Tak Bernama,895.63 Hig B,PT Gramedia Pustaka Utama,26 Oktober 2022,29 Oktober 2024
283,5826/PAMNS/2024,5826.03,7 HARI BELAJAR LIGHTING DAN STYLING FOOD PHOTOGRAPHY ,770 Tji H,PT Elex Media Komputindo,26 Oktober 2022,30 Oktober 2024
284,5827/PAMNS/2024,5827.04,7 HARI BELAJAR LIGHTING DAN STYLING FOOD PHOTOGRAPHY ,770 Tji H,PT Elex Media Komputindo,26 Oktober 2022,30 Oktober 2024
1009,5828/PAMNS/2024,5828.01,BERITA PEMAJUAN KEBUDAYAAN SKH KOMPAS 2014-2017,070.43 Ber,Direktorat Jenderal Kebudayaan,26 Oktober 2022,30 Oktober 2024
1010,5829/PAMNS/2024,5829.02,BERITA PEMAJUAN KEBUDAYAAN SKH KOMPAS 2014-2017,070.43 Ber,Direktorat Jenderal Kebudayaan,26 Oktober 2022,30 Oktober 2024
1011,5830/PAMNS/2024,5830.03,BERITA PEMAJUAN KEBUDAYAAN SKH KOMPAS 2014-2017,070.43 Ber,Direktorat Jenderal Kebudayaan,26 Oktober 2022,30 Oktober 2024
6099,5831/PAMNS/2024,5831.01,Paduan Lengkap Memakai Adobe Illustrator 10,005.26 Kus P,PT Elex Media Komputindo,21-Sep-22,30 Oktober 2024
8188,5832/PAMNS/2024,5832.02,Servant Leadership for Higher Education: Principal and Practices,378.1 Whe S,"Wiley Publishing, Inc. ",26 Oktober 2022,30 Oktober 2024
1195,5833/PAMNS/2024,5833.02,Bisikan Tanah Penari: Kumpulan Puisi,811 Chu B,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
7342,5836/PAMNS/2024,5836.01,Proposisi temen ngopi#2 Pendidikan dan pengembangan diri ,155.25 Sat p,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
3502,5837/PAMNS/2024,5837.04,Jelajah,808.84 Sat J,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
3503,5839/PAMNS/2024,5839.03,Jelajah,808.84 Sat J,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
7343,5840/PAMNS/2024,5840.02,Proposisi temen ngopi#2 Pendidikan dan pengembangan diri ,155.25 Sat p,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
7344,5841/PAMNS/2024,5841.03,Proposisi temen ngopi#2 Pendidikan dan pengembangan diri ,155.25 Sat p,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
7345,5842/PAMNS/2024,5842.04,Proposisi temen ngopi#2 Pendidikan dan pengembangan diri ,155.25 Sat p,TareBooks (Taretan Sedaya International),26 Oktober 2022,1-Nov-24
2517,5843/PAMNS/2024,5843.01,Flu burung ,616.959 Soe F,PENEBAR SWADAYA,26 Oktober 2022,1-Nov-24
2200,5844/PAMNS/2024,5844.01,Editing film,778.534 Mur E,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,14-Nov-22,1-Nov-24
7353,5845/PAMNS/2024,5845.01,"Prospek bisnis,budi daya,panen & pascapanen kayu sengon",674.1 Sir K,PENEBAR SWADAYA,26 Oktober 2022,1-Nov-24
7717,5846/PAMNS/2024,5846.02,Sang Apresiator: Bunga Rampai Apresiasi untuk Riri Satria,811 Zai S,JSM Press,26 Oktober 2022,2-Nov-24
7718,5847/PAMNS/2024,5847.03,Sang Apresiator: Bunga Rampai Apresiasi untuk Riri Satria,811 Zai S,JSM Press,26 Oktober 2022,2-Nov-24
7719,5848/PAMNS/2024,5848.04,Sang Apresiator: Bunga Rampai Apresiasi untuk Riri Satria,811 Zai S,JSM Press,26 Oktober 2022,2-Nov-24
7720,5849/PAMNS/2024,5849.05,Sang Apresiator: Bunga Rampai Apresiasi untuk Riri Satria,811 Zai S,JSM Press,26 Oktober 2022,2-Nov-24
7721,5850/PAMNS/2024,5850.06,Sang Apresiator: Bunga Rampai Apresiasi untuk Riri Satria,811 Zai S,JSM Press,26 Oktober 2022,2-Nov-24
1196,5851/PAMNS/2024,5851.03,Bisikan Tanah Penari: Kumpulan Puisi,811 Chu B,TareBooks (Taretan Sedaya International),26 Oktober 2022,2-Nov-24
1197,5852/PAMNS/2024,5852.04,Bisikan Tanah Penari: Kumpulan Puisi,811 Chu B,TareBooks (Taretan Sedaya International),26 Oktober 2022,2-Nov-24
6701,5853/PAMNS/2024,5853.02,Pendidikan Kewarganegaraan Untuk Perguruan Tinggi,323.6 Kae K,PARADIGMA,26 Oktober 2022,5-Nov-24
5782,5854/PAMNS/2024,5854.01,Modus Yang Tulus ,811 PER M,Taresia,26 Oktober 2022,2-Nov-24
5783,5855/PAMNS/2024,5855.02,Modus Yang Tulus ,811 PER M,Taresia,26 Oktober 2022,2-Nov-24
5784,5856/PAMNS/2024,5856.03,Modus Yang Tulus ,811 PER M,Taresia,26 Oktober 2022,2-Nov-24
5785,5857/PAMNS/2024,5857.04,Modus Yang Tulus ,811 PER M,Taresia,26 Oktober 2022,2-Nov-24
5786,5858/PAMNS/2024,5858.05,Modus Yang Tulus ,811 PER M,Taresia,26 Oktober 2022,2-Nov-24
8497,5859/PAMNS/2024,5859.01,Stasiun Rupa Aksara,811 WIY S,Taresia,26 Oktober 2022,2-Nov-24
1198,5860/PAMNS/2024,5860.05,Bisikan Tanah Penari: Kumpulan Puisi,811 Chu B,TareBooks (Taretan Sedaya International),26 Oktober 2022,2-Nov-24
8498,5861/PAMNS/2024,5861.02,Stasiun Rupa Aksara,811 WIY S,Taresia,26 Oktober 2022,2-Nov-24
8499,5862/PAMNS/2024,5862.03,Stasiun Rupa Aksara,811 WIY S,Taresia,26 Oktober 2022,2-Nov-24
8500,5863/PAMNS/2024,5863.04,Stasiun Rupa Aksara,811 WIY S,Taresia,26 Oktober 2022,2-Nov-24
8501,5864/PAMNS/2024,5864.05,Stasiun Rupa Aksara,811 WIY S,Taresia,26 Oktober 2022,2-Nov-24
6225,5865/PAMNS/2024,5865.01,PANDUAN FILM LSF RI,791.4375  SUL P,Sekretariat Lembaga Sensor Film,26 Oktober 2022,2-Nov-24
6226,5866/PAMNS/2024,5866.02,PANDUAN FILM LSF RI,791.4375  SUL P,Sekretariat Lembaga Sensor Film,26 Oktober 2022,2-Nov-24
5045,5867/PAMNS/2024,5867.01,MEDIA BARU: SEBUAH PENGANTAR ,300 LUI M,KENCANA,26 Oktober 2022,2-Nov-24
2067,5868/PAMNS/2024,5868.01,DIJAMIN KAYA DENGAN BISNIS KAKI LIMA,650 AFI D,Laksana,26 Oktober 2022,2-Nov-24
6702,5869/PAMNS/2024,5869.03,Pendidikan Kewarganegaraan Untuk Perguruan Tinggi,323.6 Kae K,PARADIGMA,26 Oktober 2022,5-Nov-24
6703,5870/PAMNS/2024,5870.04,Pendidikan Kewarganegaraan Untuk Perguruan Tinggi,323.6 Kae K,PARADIGMA,26 Oktober 2022,5-Nov-24
6704,5871/PAMNS/2024,5871.05,Pendidikan Kewarganegaraan Untuk Perguruan Tinggi,323.6 Kae K,PARADIGMA,26 Oktober 2022,5-Nov-24
9057,5872/PAMNS/2024,5872.01,The Art of Money Magic,332.024 Sap T,Araska,26 Oktober 2022,5-Nov-24
9058,5873/PAMNS/2024,5873.02,The Art of Money Magic,332.024 Sap T,Araska,26 Oktober 2022,5-Nov-24
9216,5874/PAMNS/2024,5874.02,The Monk Who Sold His Ferrari (Perjalanan Mencari Kebahagiaan Hidup Sejati),155.25 Sha M,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,5-Nov-24
9217,5875/PAMNS/2024,5875.03,The Monk Who Sold His Ferrari (Perjalanan Mencari Kebahagiaan Hidup Sejati),155.25 Sha M,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,5-Nov-24
5859,5876/PAMNS/2024,5876.01,Muhammad Sang Revolusioner,279.63 Ali M,turos Pustaka,26 Oktober 2022,5-Nov-24
2742,5877/PAMNS/2024,5877.01,Hanya Melihat Hanya Mengagumi,811 Saj H,Imaji Indonesia,26 Oktober 2022,5-Nov-24
5879,5878/PAMNS/2024,5878.01,"Muslim, Muda, Pembelajar",155.25 Muk M,PT Elex Media Komputindo,26 Oktober 2022,5-Nov-24
3530,5879/PAMNS/2024,5879.01,"Jo & Kas: Pergi Cinta, Datang Cinta",813 Nad J,Republika Penerbit ,26 Oktober 2022,5-Nov-24
3531,5880/PAMNS/2024,5880.02,"Jo & Kas: Pergi Cinta, Datang Cinta",813 Nad J,Republika Penerbit ,26 Oktober 2022,5-Nov-24
7390,5881/PAMNS/2024,5881.01,Psychic Detective Yakumo : The Spirit of Salvation,895.63 Kam P,PT Gramedia Pustaka Utama,26 Oktober 2022,5-Nov-24
7391,5882/PAMNS/2024,5882.02,Psychic Detective Yakumo : The Spirit of Salvation,895.63 Kam P,PT Gramedia Pustaka Utama,26 Oktober 2022,5-Nov-24
1598,5883/PAMNS/2024,5883.02,College Physics,530 Kni C,,26 Oktober 2022,6-Nov-24
45,5884/PAMNS/2024,5884.01,12 HIDROPONIK STARTER,631.58 Wid H,Penebar Swadaya,26 Oktober 2022,6-Nov-24
5535,5885/PAMNS/2024,5885.01,Merajut dan Meneguhkan Jati Diri Bangsa,370 Mer,IPB Press,26 Oktober 2022,6-Nov-24
9351,5886/PAMNS/2024,5886.01,TIDES MASIH MENGEMBARA,808.8 Tid,Kosa Kata Kita,26 Oktober 2022,6-Nov-24
3029,5887/PAMNS/2024,5887.01,Hybrid Animation,006.7 Yay H,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,26 Oktober 2022,6-Nov-24
3030,5888/PAMNS/2024,5888.02,Hybrid Animation,006.7 Yay H,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,26 Oktober 2022,6-Nov-24
6975,5889/PAMNS/2024,5889.01,Penyutradaraan Film,791.430233092 Wib P,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,26 Oktober 2022,6-Nov-24
2412,5890/PAMNS/2024,5890.01,Film dan Masyarakat,777 Pud F,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,26 Oktober 2022,6-Nov-24
8414,5891/PAMNS/2024,5891.01,Sound Film,621.389 Dar S,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,26 Oktober 2022,6-Nov-24
9367,5892/PAMNS/2024,5892.01,Tips Microsoft Word untuk Perkantoran,370.3 Ems T,PT Elex Media Komputindo,26 Oktober 2022,6-Nov-24
9368,5893/PAMNS/2024,5893.02,Tips Microsoft Word untuk Perkantoran,370.3 Ems T,PT Elex Media Komputindo,26 Oktober 2022,6-Nov-24
5542,5894/PAMNS/2024,5894.01,Merancang Aplikasi Rental dengan VB.Net,607.3 Gus M,PT Elex Media Komputindo,26 Oktober 2022,6-Nov-24
5543,5895/PAMNS/2024,5895.02,Merancang Aplikasi Rental dengan VB.Net,607.3 Gus M,PT Elex Media Komputindo,26 Oktober 2022,6-Nov-24
8992,5896/PAMNS/2024,5896.01,Teori dan Metode Perubahan Undang-Undang Dasar 1945 Melalui Tafsir Konstitusi Perspektif Budaya Konstitusi,342.02 Uma T,Thafa Media,22 Oktober 2022,8-Nov-24
3667,5897/PAMNS/2024,5897.01,Kain Tradisional Umbaq di Lombok Utara,306.4 Jay K,Kepel Press,22 Oktober 2022,8-Nov-24
2805,5898/PAMNS/2024,5898.01,Hidroponik Sumbu Wick dan Rakit Apung,631.58 Kal H,PUSTAKA BARU,22 Oktober 2022,8-Nov-24
2755,5899/PAMNS/2024,5899.01,Hari-Hari di Sukamiskin,923.4 Ish H,PT. ERA ADICITRA INTERMEDIA,22 Oktober 2022,8-Nov-24
3689,5900/PAMNS/2024,5900.01,Kajian Tenun Renda di Kabupaten Bima Nusa Tenggara Barat,764.1 Bam K,Kepel Press,22 Oktober 2022,8-Nov-24
4627,5901/PAMNS/2024,5901.01,Kumpulan Puisi Opera Tujuh Purnama,811 Soe K-2,Teras Budaya Jakarta,22 Oktober 2022,11 Agustus 2024
5348,5902/PAMNS/2024,5902.01,Menekuk Tanpa Menjadi Patah,153.2 Fu M,PT Gramedia Pustaka Utama,26 Oktober 2022,8-Nov-24
9502,5903/PAMNS/2024,5903.01,Twilight,823 Mey T,Atom,26 Oktober 2022,9-Nov-24
4842,5904/PAMNS/2024,5904.01,"Make it Happen, Now!",332.024 Gho M,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
4843,5905/PAMNS/2024,5905.02,"Make it Happen, Now!",332.024 Gho M,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
4703,5906/PAMNS/2024,5906.01,Laskar Pelangi,813 Hir L,PT Bentang Pustaka,26 Oktober 2022,9-Nov-24
4704,5907/PAMNS/2024,5907.02,Laskar Pelangi,813 Hir L,PT Bentang Pustaka,26 Oktober 2022,9-Nov-24
9179,5908/PAMNS/2024,5908.01,The House of Light,823 Gre T,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,9-Nov-24
9180,5909/PAMNS/2024,5909.02,The House of Light,823 Gre T,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,9-Nov-24
8397,5910/PAMNS/2024,5910.01,Sonnets from the Portuguese,821 Bro S,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
8398,5911/PAMNS/2024,5911.02,Sonnets from the Portuguese,821 Bro S,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
4706,5912/PAMNS/2024,5912.01,L'Assommoir (Rumah Minum),843 Zol L,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
3637,5913/PAMNS/2024,5913.02,Jurnal Risa: Teror Liburan Sekolah,813 Sar J,Bukune,26 Oktober 2022,9-Nov-24
9302,5914/PAMNS/2024,5914.01,The Secret Garden,823 Bur T,PT Elex Media Komputindo,26 Oktober 2022,9-Nov-24
9303,5915/PAMNS/2024,5915.02,The Secret Garden,823 Bur T,PT Elex Media Komputindo,26 Oktober 2022,9-Nov-24
5575,5916/PAMNS/2024,5916.01,Merinding ,813 Kas M,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,9-Nov-24
5576,5917/PAMNS/2024,5917.02,Merinding ,813 Kas M,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,9-Nov-24
8823,5918/PAMNS/2024,5918.01,Surga yang Tak Dirindukan,813 Nad S,Republika Penerbit ,26 Oktober 2022,9-Nov-24
8824,5919/PAMNS/2024,5919.02,Surga yang Tak Dirindukan,813 Nad S,Republika Penerbit ,26 Oktober 2022,9-Nov-24
6377,5920/PAMNS/2024,5920.01,Pasta Kacang Merah,895.63 Suk P,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
6378,5921/PAMNS/2024,5921.02,Pasta Kacang Merah,895.63 Suk P,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9275,5922/PAMNS/2024,5922.01,The Railway Children,823 Nes T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9276,5923/PAMNS/2024,5923.02,The Railway Children,823 Nes T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9211,5924/PAMNS/2024,5924.01,The Merry Adventure of Robin Hood,823 Pyl T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9212,5925/PAMNS/2024,5925.02,The Merry Adventure of Robin Hood,823 Pyl T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9190,5926/PAMNS/2024,5926.01,The Last Séance,823 Chr T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
9191,5927/PAMNS/2024,5927.02,The Last Séance,823 Chr T,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
4410,5928/PAMNS/2024,5928.01,Kosmos: Aneka Ragam Dunia,500 Dru K,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
4411,5929/PAMNS/2024,5929.02,Kosmos: Aneka Ragam Dunia,500 Dru K,PT Gramedia Pustaka Utama,26 Oktober 2022,9-Nov-24
3516,5930/PAMNS/2024,5930.01,Jilbab Menurut Al-Qur'an & As-Sunnah,297.1 Sha J,Mizan Media Utama,26 Oktober 2022,11-Nov-24
3395,5931/PAMNS/2024,5931.01,JADI MANAJER? SIAPA TAKUT!,658 Mat J,PT Bhuana Ilmu Populer,26 Oktober 2022,11-Nov-24
7085,5932/PAMNS/2024,5932.01,Perkataan Terbaik Kembali Menyelimuti Alam,297 Mat K,Kaaffah Media Universal,26 Oktober 2022,11-Nov-24
363,5933/PAMNS/2024,5933.01,A Guide Book to Grow Your Mindset,155.25 Tar A,Brilliant ,26 Oktober 2022,11-Nov-24
4878,5934/PAMNS/2024,5934.01,Manajemen Konflik Berbasis Budaya dari Ngada untuk Indonesia,658.405 Wui M,Buku Kompas,26 Oktober 2022,11-Nov-24
9365,5935/PAMNS/2024,5935.01,"Tips Menjadi Guru Inspiratif. Kreatif, dan Inovatif",371. 3 Asm T,DIVA Press,26 Oktober 2022,11-Nov-24
3791,5937/PAMNS/2024,5937.01,Kamus Teknik,620.003 Nur K,Prestasi Pustaka Utama,26 Oktober 2022,11-Nov-24
9219,5938/PAMNS/2024,5938.01,The Mysterious Affair at Styles : Misteri di Styles,813 Chr T,PT Gramedia Pustaka Utama,26 Oktober 2022,11-Nov-24
9418,5939/PAMNS/2024,5939.01,Topi-topi Kesiangan ,813 Sud T,Mizan Media Utama,26 Oktober 2022,11-Nov-24
9220,5940/PAMNS/2024,5940.02,The Mysterious Affair at Styles : Misteri di Styles,813 Chr T,PT Gramedia Pustaka Utama,26 Oktober 2022,11-Nov-24
2731,5941/PAMNS/2024,5941.01,Hallowe'en Party : Pesta Halloween,813 Chr H,PT Gramedia Pustaka Utama,26 Oktober 2022,11-Nov-24
2732,5942/PAMNS/2024,5942.02,Hallowe'en Party : Pesta Halloween,813 Chr H,PT Gramedia Pustaka Utama,26 Oktober 2022,11-Nov-24
